deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
207,37.4925363,127.0740236,2019-11-27 11:33:33,2019-11-27 12:27:13,0,주택>아파트
207,37.56509245,127.0363642,2019-11-22 13:59:27,2019-11-22 15:52:14,1,none
207,37.44049455,127.1443469,2019-11-28 16:27:29,2019-11-28 19:13:50,2,"시설,건물>기업,빌딩"
207,37.5647797,126.9878143,2019-11-21 16:19:04,2019-11-21 17:25:40,3,none
207,37.56156945,127.0383178,2019-12-05 13:34:05,2019-12-05 14:12:59,4,"마사지,지압>발관리"
207,37.5282336,126.91785165,2019-12-03 14:13:34,2019-12-03 17:20:32,5,"마사지,지압>발관리"
207,37.5601775,127.013998,2019-12-03 12:30:49,2019-12-03 13:38:32,6,none
207,37.4948036,127.0788696,2019-11-30 11:34:36,2019-11-30 12:33:21,7,none
207,37.5637095,127.0342663,2019-11-23 12:47:34,2019-11-23 13:23:37,8,none
207,37.57029105,126.98432045,2019-11-21 18:13:10,2019-11-21 19:31:19,9,none
207,37.57026495,126.98757015,2019-11-21 17:29:49,2019-11-21 18:13:10,10,none
