deviceid,latitude,longitude,arrive_time,leaving_time
395,37.5869021,127.01880745,2020-11-25 17:20:02,2020-11-25 18:40:47
395,37.5869342,127.0186809,2020-11-25 19:00:57,2020-11-26 00:35:13
395,37.5700642,127.0425482,2020-11-26 00:59:12,2020-11-26 17:33:32
395,37.570147899999995,127.04273715,2020-11-26 18:20:29,2020-11-26 18:53:35
395,37.57021,127.0390483,2020-11-26 20:44:06,2020-11-26 21:46:19
395,37.5701482,127.0427439,2020-11-26 21:55:27,2020-11-26 22:25:43
395,37.5702101,127.0390482,2020-11-27 00:14:05,2020-11-27 01:09:35
395,37.570195850000005,127.04273265,2020-11-27 02:03:33,2020-11-27 02:38:36
395,37.5701428,127.0427455,2020-11-27 06:17:45,2020-11-27 18:32:24
395,37.5701458,127.0427482,2020-11-27 19:56:43,2020-11-27 23:20:46
395,37.5701607,127.042739,2020-11-28 00:18:30,2020-11-28 05:15:20
395,37.5702012,127.04274225,2020-11-28 06:16:52,2020-11-28 09:13:28
395,37.5689582,127.039619,2020-11-28 09:13:28,2020-11-28 13:11:17
395,37.5700929,127.0426096,2020-11-28 13:11:17,2020-11-28 17:52:53
395,37.5701583,127.0427387,2020-11-28 17:53:58,2020-11-28 19:42:14
395,37.5701719,127.0427212,2020-11-28 19:46:29,2020-11-28 22:36:25
395,37.5702189,127.0427634,2020-11-29 00:35:57,2020-11-29 01:32:41
395,37.5702101,127.0390482,2020-11-29 01:32:41,2020-11-29 03:08:32
395,37.5701604,127.04274,2020-11-29 03:42:21,2020-11-29 04:14:14
395,37.570248050000004,127.0427583,2020-11-29 05:38:40,2020-11-29 06:35:04
395,37.5701728,127.0427562,2020-11-29 06:46:41,2020-11-29 14:07:39
395,37.5701571,127.0427554,2020-11-29 14:09:34,2020-11-29 15:17:44
395,37.58690625,127.01880395,2020-11-29 15:29:44,2020-11-29 18:51:16
395,37.58693005,127.01871320000001,2020-11-29 18:57:03,2020-11-29 23:51:46
395,37.57009895,127.04262985,2020-11-30 00:13:17,2020-11-30 05:04:17
395,37.5702001,127.042709,2020-11-30 05:24:25,2020-11-30 05:55:48
395,37.57041835,127.0427337,2020-11-30 06:48:42,2020-11-30 07:45:59
395,37.5689702,127.0399012,2020-11-30 07:45:59,2020-11-30 09:31:25
395,37.57009295,127.04263335,2020-11-30 09:31:25,2020-11-30 15:14:18
395,37.58693085,127.0187059,2020-11-30 15:29:13,2020-11-30 18:34:23
395,37.58693015,127.01871055000001,2020-11-30 18:49:10,2020-11-30 23:17:10
395,37.58575175,127.01909825,2020-11-30 23:17:10,2020-12-01 00:15:55
395,37.570063,127.0425538,2020-12-01 00:30:45,2020-12-01 02:38:40
395,37.57019115,127.04274645000001,2020-12-01 03:37:54,2020-12-01 13:50:22
395,37.57012795,127.04265325,2020-12-01 14:17:22,2020-12-01 15:21:52
395,37.58693135,127.0187107,2020-12-01 15:46:06,2020-12-01 18:41:30
395,37.586933,127.0187112,2020-12-01 18:53:07,2020-12-01 23:11:25
395,37.63588905,127.02383655,2020-12-02 00:01:53,2020-12-02 02:45:31
395,37.57014650000001,127.04272025,2020-12-02 03:31:58,2020-12-02 04:04:26
395,37.5701468,127.0427366,2020-12-02 04:05:57,2020-12-02 04:57:21
395,37.57017605,127.04275670000001,2020-12-02 06:09:42,2020-12-02 09:05:07
395,37.5701028,127.0426386,2020-12-02 09:13:34,2020-12-02 15:44:41
395,37.5869308,127.0187085,2020-12-02 15:55:42,2020-12-02 17:32:25
